id,breed
9ce19c4796bc350837ee8c46df56adfb.jpg,dandie_dinmont
9ce66abbf81462439d6dd6805af1d9a1.jpg,irish_water_spaniel
9ce9349cf6b83af44056f47fc340372c.jpg,italian_greyhound
9d137534989cab3200f2abd6d6409902.jpg,bloodhound
9d13cfdd4fc7d0f3c3c5fa488facb853.jpg,black-and-tan_coonhound
9d171901854b046234bde698045b1044.jpg,welsh_springer_spaniel
9d1c8c760384f8d02e4d32c93bd77110.jpg,greater_swiss_mountain_dog
9d2451f69ee64a6d605739f98cb627d7.jpg,tibetan_terrier
9d267017b07f6eac408bad624f205484.jpg,keeshond
9d33d4af3070c9676140336bf7bdca72.jpg,mexican_hairless
9d345c3e0500664c5bb03e99c0f1dcdc.jpg,gordon_setter
9d3ecae65dee9723c4df0845aef7f6ca.jpg,whippet
9d53f7360ed130a897dbaf560aa0650a.jpg,doberman
9d54d3d97ce7f394dd8c08b332e03cbe.jpg,irish_setter
9d58e010fca3218581f0771b8981ee04.jpg,lakeland_terrier
9d59793a5c249214baf030d2f6cf107b.jpg,chesapeake_bay_retriever
9d682c186c174363cdd6c82d299bb634.jpg,newfoundland
9d8e975079a6d0327e22f0fecbdc8bbe.jpg,norwegian_elkhound
9db59a1ca4943ade583f67c96652fdcf.jpg,toy_terrier
9dc1b89d30ce214f27c8a3327c2f4484.jpg,cardigan
9dc6ab764c94bd20c63fd4efb2bb8aac.jpg,eskimo_dog
9dc749a8498efff9f9e81bb6bb159451.jpg,scotch_terrier
9dd77f5acf4a62c7c978bcce4affe2c6.jpg,malamute
9ddfdc3d8e6fd346ce146cf2aaef7a9c.jpg,yorkshire_terrier
9de493aa10c4c94b2130bbabd57c6456.jpg,miniature_pinscher
9de88b5e7341f561dd3b69330b96d854.jpg,wire-haired_fox_terrier
9dece95cba6069a919447dfbb19f75e2.jpg,great_dane
9df5e6ab4c12f8cddd6bc3ed343251f8.jpg,english_setter
9dfc1168e6366d5db462efa79c8774ec.jpg,english_setter
9dfc8ee9665e1f2645eb7752db110ba6.jpg,beagle
9e03036e569f2a305e264b97c1aaab84.jpg,entlebucher
9e0aeb0f36433ddddcbf36154e51e62a.jpg,weimaraner
9e0ca729fb426bff43493894b35e9915.jpg,doberman
9e0da33733ad5b0272ac43663a8b0672.jpg,basset
9e0f478fa1403405ab209051e4e0afa3.jpg,pug
9e13beffb5b1aeda1aceeec82648b058.jpg,shetland_sheepdog
9e14a1584d8ee8447ff5f71896fca8a8.jpg,welsh_springer_spaniel
9e18f1df8e71e373a30a04036c4c8f9c.jpg,norwegian_elkhound
9e2e3c2bbbb8cfa1baabd8ade4ed7c80.jpg,basenji
9e31cc4d5a9f9e240ee8dcd15b2b537d.jpg,norwegian_elkhound
9e3229a03c3ce5b187028fcf35feba3e.jpg,eskimo_dog
9e33dfdea9e96ca060f24c6c5cdd3e37.jpg,kelpie
9e3639d3fb9c25fab7b95a5166ee75e3.jpg,australian_terrier
9e39ca2c3e9caba90877f30f864035fa.jpg,silky_terrier
9e42f02b9fb363b7ea477484713f2615.jpg,chihuahua
9e486b33df53bfef19c178ecc95f3e4d.jpg,boxer
9e49dfded30a2e9401a149f72d9c7ca0.jpg,golden_retriever
9e53073f721a3c189bcb8acd5b411e38.jpg,norwich_terrier
9e577dd7c29bc6074a80fed5ade75d0d.jpg,toy_poodle
9e57b14c4cda56646341c8c7305a4739.jpg,bloodhound
9e59cf6d7e916083b3178522091e5318.jpg,miniature_poodle
9e5fd58282bfd7649fbabc090d578287.jpg,irish_water_spaniel
9e64e1f3ace7361fbbee8b685552012c.jpg,black-and-tan_coonhound
9e6a69607bd3e25091075b59b49dd0a2.jpg,appenzeller
9e6f089109b1365d940bfe93b17fb72b.jpg,flat-coated_retriever
9e7ceb9ae79ad60616a6bdfbbc92c963.jpg,irish_water_spaniel
9e7db8711f479dfa968b2297bee33104.jpg,shih-tzu
9e81e7884652773e257986e45df70cb5.jpg,wire-haired_fox_terrier
9e876636758732bae4a7e870e699bf74.jpg,greater_swiss_mountain_dog
9e8d139d9f2bd0cd22abefda056cdbc6.jpg,schipperke
9e90e30a460f9c139984766dd957e62a.jpg,groenendael
9e9573c91725e4399224b623dc48beaf.jpg,pomeranian
9e98898921d8ac40effaa332fe44257a.jpg,shih-tzu
9e9fe3cf8953b8f7c237bd44a688986d.jpg,shetland_sheepdog
9ea6bbd4ff2c706480a2abbe12a8e358.jpg,border_collie
9ea6c71d8497241ae9bc892e9aa2d36d.jpg,leonberg
9ea7f8ae85ab9b6c2e48175978dbaf3e.jpg,chow
9eadcc5e6b5c3b8b0f7f191126255089.jpg,german_shepherd
9eb2557572aff149c5143e287799b48d.jpg,boxer
9eb927fcd2caba4b3d0dfc193a1dfbb4.jpg,walker_hound
9ebb8fa8327664b97a42a36e153a79d9.jpg,shih-tzu
9ec8d364e910ec64201b6e7e9ff534b1.jpg,tibetan_terrier
9ed07b7a65a1ed54b2b22211e26b09b1.jpg,norwegian_elkhound
9ee987cd2242f87a036d495ef6dfab60.jpg,entlebucher
9ef0b7e985d38526d6f600a0efd0d39b.jpg,leonberg
9ef443276459fc1a2a45ea2f3456375a.jpg,newfoundland
9efaa25fd1823395c4d8bb023a059e62.jpg,kuvasz
9f134ebe862c8fcd77bf283f89510fda.jpg,basset
9f16e8d651033662302441057134f4ec.jpg,giant_schnauzer
9f29b8becdfc5ad6202efe43d6c7b2eb.jpg,scotch_terrier
9f39f256dfc427cad1f89094369e6d3b.jpg,great_pyrenees
9f3dcc950c8457c87b0176db2ffe00c3.jpg,rottweiler
9f3e89f1166b8a5b9161d934c8ea79c4.jpg,boston_bull
9f402226e7a3cc98cd08d1e508826cc2.jpg,wire-haired_fox_terrier
9f4d736dd20e1d3e13b60119f4aafc2c.jpg,miniature_schnauzer
9f4fe127f5ee381c9c38660c08c71971.jpg,irish_wolfhound
9f540b678368faa65bedecc417ff0d16.jpg,shih-tzu
9f59f466dec517cbec6a32a201891156.jpg,doberman
9f66890fc55f6ea42abf3e926056d54b.jpg,wire-haired_fox_terrier
9f66b4be4892cdec9c0d53f646195b04.jpg,bloodhound
9f682747d236dbaf8c530933e5dfcb44.jpg,bernese_mountain_dog
9f68d045a396679a778eb54c5ed29038.jpg,lakeland_terrier
9f6a267ebf271f72f91ca0a97d60a90f.jpg,basenji
9f6c4d16ab3154ba2f57cb9d7f2af40b.jpg,shih-tzu
9f6f16bf36bb2d9a144f70ce09404020.jpg,dhole
9f70486e63ac01868d87763df94226ec.jpg,great_dane
9f705b2db2425e112e4ceefcbaea7e03.jpg,blenheim_spaniel
9f784b4b261cfb7b398126e2077a997b.jpg,pembroke
9f7a6cc0713a2984947db2463b999133.jpg,irish_water_spaniel
9f7d5eb41b3bfb57db764b6d6049da3f.jpg,appenzeller
9f7d62f1f74eab82149843a32ff8ec9d.jpg,schipperke
9f80e62e65d0cdbde6647f054f12bbef.jpg,schipperke
9f82e181388d76f44066c05f3bf6c67a.jpg,newfoundland
9f89f0711c1781582859ff9aa3b12906.jpg,sealyham_terrier
9f998d6174571017fdc6e8c0ee14cadc.jpg,standard_poodle
9f9c35c4628713c82de8499119c06850.jpg,australian_terrier
9f9c667f8eb625df654915087b9746ee.jpg,saluki
9fadb3a7aa97e0c652a99c7939d92875.jpg,japanese_spaniel
9fb14d359862987b31fee92145566e70.jpg,malamute
9fb9ec152d4262348922fbf4c03f6083.jpg,border_collie
9fbbb409d665cd228436cb2c7cfff39e.jpg,pembroke
9fbfd7b551343c7e18cb75fd2a8c6409.jpg,basset
9fc04bb29966246b78c79add744c5581.jpg,tibetan_mastiff
9fc3f540a8973e5d4a212b0a2b5ffa6b.jpg,bernese_mountain_dog
9fc5dfe2f42c2ffae1361da2414addf0.jpg,kelpie
9fc7c30c893bdbb6d0973062b73b91a6.jpg,miniature_schnauzer
9fc89093fbd02be1c4a6e390ed413c97.jpg,norfolk_terrier
9fc99626f294cd981ef5bdf6fca91b4a.jpg,irish_wolfhound
9fcde195fbd3c4d12f94e54346fab6a1.jpg,pembroke
9fcfe0a2711b77135d622190be6e8773.jpg,tibetan_terrier
9fd140da24aebf0273ba365ef3e28a19.jpg,yorkshire_terrier
9fddcca650e796157ab90ccebcfe36a4.jpg,doberman
9fe57edea044ecd8bfa235f3644cf05c.jpg,french_bulldog
9fe7b8f0306f2baf466abb878d11576c.jpg,redbone
9fe860ddf6ea9ca602dc6da23fb10b74.jpg,english_springer
