id,breed
000bec180eb18c7604dcecc8fe0dba07.jpg,boston_bull
001513dfcb2ffafc82cccf4d8bbaba97.jpg,dingo
001cdf01b096e06d78e9e5112d419397.jpg,pekinese
00214f311d5d2247d5dfe4fe24b2303d.jpg,bluetick
0021f9ceb3235effd7fcde7f7538ed62.jpg,golden_retriever
002211c81b498ef88e1b40b9abf84e1d.jpg,bedlington_terrier
00290d3e1fdd27226ba27a8ce248ce85.jpg,bedlington_terrier
002a283a315af96eaea0e28e7163b21b.jpg,borzoi
003df8b8a8b05244b1d920bb6cf451f9.jpg,basenji
0042188c895a2f14ef64a918ed9c7b64.jpg,scottish_deerhound
004396df1acd0f1247b740ca2b14616e.jpg,shetland_sheepdog
0067dc3eab0b3c3ef0439477624d85d6.jpg,walker_hound
00693b8bc2470375cc744a6391d397ec.jpg,maltese_dog
006cc3ddb9dc1bd827479569fcdc52dc.jpg,bluetick
0075dc49dab4024d12fafe67074d8a81.jpg,norfolk_terrier
00792e341f3c6eb33663e415d0715370.jpg,african_hunting_dog
007b5a16db9d9ff9d7ad39982703e429.jpg,wire-haired_fox_terrier
007b8a07882822475a4ce6581e70b1f8.jpg,redbone
007ff9a78eba2aebb558afea3a51c469.jpg,lakeland_terrier
008887054b18ba3c7601792b6a453cc3.jpg,boxer
008b1271ed1addaccf93783b39deab45.jpg,doberman
008ba178d6dfc1a583617470d19c1673.jpg,otterhound
009509be3ca7cce0ff9e37c8b09b1125.jpg,otterhound
0097c6242c6f3071762d9f85c3ef1b2f.jpg,bedlington_terrier
00a338a92e4e7bf543340dc849230e75.jpg,dingo
00a366d4b4a9bbb6c8a63126697b7656.jpg,golden_retriever
00a862390341c5be090dd72bd2bc19ef.jpg,standard_schnauzer
00b7d114bc5166a629a3cc03d9329120.jpg,irish_water_spaniel
00ba244566e36e0af3d979320fd3017f.jpg,black-and-tan_coonhound
00bee065dcec471f26394855c5c2f3de.jpg,cairn
00ca18751837cd6a22813f8e221f7819.jpg,affenpinscher
00cc68a50b2d016a6b29af628ea4e04b.jpg,labrador_retriever
00ddcec076073cc96f82c27bf4548fbc.jpg,ibizan_hound
00e9ed3fab1d2032603d1a90e557976f.jpg,english_setter
00f34ac0a16ef43e6fd1de49a26081ce.jpg,walker_hound
00fa641312604199831755f96109fde7.jpg,weimaraner
00fda6ecca54efbac26e907be4b0b78b.jpg,giant_schnauzer
0100f55e4f0fe28f2c0465d3fc4b9897.jpg,golden_retriever
010d65bd29d246aea53d9849da142ccf.jpg,boston_bull
010e87fdf252645a827e37470e65e842.jpg,groenendael
011761e3ae8ec5e188e8f0bcb59bb8b6.jpg,lakeland_terrier
011bd7fd7c036dbb243d0e37329c77b7.jpg,irish_water_spaniel
011e06760794850c40f23d6426c40774.jpg,dhole
0120343862761d052d6a7ade81625c94.jpg,dingo
01268f0007876a692907bda89468184c.jpg,affenpinscher
012ff2d21dad14452ea16b4cda7eef4c.jpg,toy_poodle
013aed490e0e15a8989e12ae0d0ccfaa.jpg,border_terrier
013c43f40f0fb13fa25ac0c2a70fd48f.jpg,lakeland_terrier
013f8fdf6d638c7bb042f5f17e8a9fdc.jpg,tibetan_terrier
0140b05bfc2fd43f2819fab3d8566109.jpg,norwegian_elkhound
014c2b0cd8e3b517e649cecf8543b8fe.jpg,african_hunting_dog
0159b6457aac89f43d1c1931cdf7500b.jpg,irish_water_spaniel
015b363b062f602e7ec04ce28e640d05.jpg,walker_hound
015b4aa50dd9b4a0d26dc0c38f41b489.jpg,irish_water_spaniel
015d86b2fcb36f0fdfbe94a66c0e3400.jpg,wire-haired_fox_terrier
0161847d5bfae154af084993fa26a1a7.jpg,giant_schnauzer
0162107acd8f2588c0944b791d61bb0c.jpg,affenpinscher
0162b3e0144fb1d1ab82fbff3ace9938.jpg,shih-tzu
01680178ca6664294efb493a46014a82.jpg,irish_terrier
0169294085e94d1250587b38e4fbb532.jpg,kuvasz
016bcdb05e2d0e0878877df21b8c3cff.jpg,german_shepherd
0177a92a906192bfde8adbb8a237e524.jpg,greater_swiss_mountain_dog
018aae5768833c34e3df30d63429251e.jpg,basset
0192d7174233ebdb3d720000413829ac.jpg,australian_terrier
019c92d1ff56deb9d75d809a92bc84d8.jpg,schipperke
019ff93e03802e661577b5869e099dcb.jpg,rhodesian_ridgeback
01a3b064c56edbe3abf55051b16134d4.jpg,irish_setter
01a41985ab8209e750588fa348d635be.jpg,appenzeller
01b09bdac592b0eb9909dd105314ad3a.jpg,german_shepherd
01b35a06b00e4a832b935cf8d51303c1.jpg,bloodhound
01b36cb1b80ab8c3a7d2b7128ad21bdc.jpg,samoyed
01b6c2bd3053535a58d8de763cf06aa0.jpg,miniature_schnauzer
01b849a7e4fbc545f6b2806cb87ab371.jpg,brittany_spaniel
01c230ec18eed427cf5b1db1a833024d.jpg,english_setter
01d0f3692e576b3cde511285352aed4a.jpg,kelpie
01de1f7b7b4465a6d130a56746af66a6.jpg,papillon
01dffcb02d6cba7d2b101fcc93daa6f1.jpg,border_collie
01e2245b46eb747260ff80f1c892daef.jpg,brittany_spaniel
01e4d3d1cb704ed819bce35d22e716a7.jpg,appenzeller
01e787576c003930f96c966f9c3e1d44.jpg,scottish_deerhound
01ee3c7ff9bcaba9874183135877670e.jpg,entlebucher
01f397f16fb2d7d76fdbce4e2207c1a3.jpg,collie
01f429667104c0c5a5f321700f15435c.jpg,malamute
01f8540fb1084107a6eb3e528f82c1aa.jpg,welsh_springer_spaniel
0206c12e8984e3c8a166cc272de25d6f.jpg,chihuahua
0207803a6ce1bfad98e7f095c965e44a.jpg,border_terrier
020ecfccf3c900b01ce831abbf20b485.jpg,saluki
0214e2d616ec7eb7cb0d8c19a7f29e70.jpg,weimaraner
021b5a49189665c0442c19b5b33e8cf1.jpg,entlebucher
0229677aec75183a16de9d6f6658fae2.jpg,irish_terrier
022b34fd8734b39995a9f38a4f3e7b6b.jpg,maltese_dog
0234695e7a548e2ad1b2ac91d6486c1c.jpg,bloodhound
023e4e28415506e0deddcbd8f8bdab29.jpg,pug
0246f44bb123ce3f91c939861eb97fb7.jpg,standard_schnauzer
024ecfa590271db8616bfaa59159d7b2.jpg,malinois
024fc0be976885d5cfcf6770239a9001.jpg,english_setter
024fd994941146f8dfdb38a9b2b74efd.jpg,wire-haired_fox_terrier
02508e76981e1ba059d785704b4c480c.jpg,pug
0255a5bca3b9d91d4fdba8d7419b5e69.jpg,lakeland_terrier
025bab46ddcde249d5c52c660fea6d26.jpg,boxer
025d903b457b865fd29424916e42fbc2.jpg,rhodesian_ridgeback
0264c5fcaaba5e31082395476447b254.jpg,komondor
0267c5f1acbab52ae4a7927e0398612b.jpg,airedale
0270276158566af50ef48b1284c998d6.jpg,wire-haired_fox_terrier
02777bdfcf9f1a593af768e6616df4b3.jpg,english_setter
0287b3374c33346e2b41f73af3a36261.jpg,leonberg
029202b0cf0b5d6d48c6ce7b432409ef.jpg,giant_schnauzer
0294b42910cb8a8d8340e45d8aaf2953.jpg,mexican_hairless
0296633efc21006e3ce2af7eaeff04f7.jpg,irish_terrier
029ed6af5dcadfd105db9271e12ede14.jpg,rhodesian_ridgeback
02a3edc1d6aae095185131fe185478e0.jpg,saluki
02a8ed20109bd62bd5894f276c08c8a2.jpg,leonberg
02ad779f2721db9364d3bb68f5580582.jpg,bull_mastiff
02b1c50fb7315423a664f3ce68c94e30.jpg,dingo
02c48781eff39a66ae6dd8626e35809e.jpg,irish_setter
02c90d8109d9a48739b9887349d92b1f.jpg,airedale
02cc0d7c8b7b513b4325bda30dce222d.jpg,brittany_spaniel
02d45a238621c3f2cbde5c1d173ead1e.jpg,bull_mastiff
02d54f0dfb40038765e838459ae8c956.jpg,bernese_mountain_dog
02df8523833c432f90071f86dff69a8f.jpg,bluetick
02dfcd0a24a9c41070f4f94b4c9933ff.jpg,irish_terrier
02e7b5a86cec57f5935374946d4f5dc1.jpg,irish_terrier
02eef0f899b81ddf27a42641bc8db9ee.jpg,entlebucher
02ef5f19db8cf4da62016a1067bdc548.jpg,welsh_springer_spaniel
02f07e7e51662336a9d8c775a4eac5f4.jpg,miniature_schnauzer
02f3d5fd1eea0a2e6f4742bc54b51ba9.jpg,american_staffordshire_terrier
02f6152a9401568d695234d33bb6c37d.jpg,miniature_schnauzer
02ff77af410e966b7b661f6f0789d947.jpg,golden_retriever
0310a425f26d797634aadeb66bd63ef1.jpg,rhodesian_ridgeback
0311a6a51a414ba91f3ad8055170baa1.jpg,lhasa
0314048edbd08c8c50eb3c93281bd043.jpg,pekinese
031d3353588a81b42bcae74ff19571b0.jpg,cardigan
0325e6ba5b6afd3e0dd94c3a77b6de59.jpg,italian_greyhound
032620ae0f847d957d94d1fd76cb17e8.jpg,dhole
0326344e0d5181130c28d25edd5627e4.jpg,clumber
0326d40cc2b35521f1f3e73cabcf2a23.jpg,lakeland_terrier
032c14b2df4193004913b01ab48f87c6.jpg,border_collie
0341e3d7a4624d6a7b061fdc25b69044.jpg,irish_setter
0345638400c47bbd920474672562077e.jpg,scotch_terrier
03564fbb4aba93dd80e5c7cd76f28d28.jpg,walker_hound
035b459eb52acba2ae75bed041b368fe.jpg,groenendael
